measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Central African Republic,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.017186082706680882,0.019900703580008533,0.014459199703393325
Deaths,Syrian Arab Republic,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.056411408212757176,0.058955690174054796,0.05375436588594783
Deaths,Rwanda,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.020200202193657823,0.02388978951097878,0.01716331274921249
Deaths,Samoa,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.12013973759248658,0.13627661287256027,0.10517577524106371
Deaths,Togo,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.020609653012240294,0.023937793015910768,0.0174674395074893
Deaths,Niue,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.15044514349938748,0.17656860147182335,0.1354950807779059
Deaths,Indonesia,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.05440585254927825,0.0587445645304492,0.05068758915473044
Deaths,Austria,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.034570294313962156,0.03634760685954999,0.03182856603553329
Deaths,Albania,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.023450479488296747,0.024509656044414088,0.022081534779373194
Deaths,Bahrain,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.10068035330992,0.10634941040392042,0.0957193207405355
Deaths,Portugal,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.060888077978269756,0.06341175362107383,0.056654320843118444
Deaths,Cameroon,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.029301994507595578,0.03470957283612238,0.023847533746499422
Deaths,Saudi Arabia,Both,All ages,Diabetes and kidney diseases,Percent,2001,0.07067411879691216,0.07765413834571643,0.06638178296151424
Deaths,Paraguay,Both,All ages,Diabetes and kidney diseases,Percent,2001,0.08501787498858665,0.09018027817231827,0.07680421790534298
Deaths,Latvia,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.011283959545800016,0.011758002759268275,0.010750428029834965
Deaths,Andorra,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.03501016720711571,0.03816740119345707,0.031362292318393166
Deaths,Lao People's Democratic Republic,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.042489410402298845,0.04959388620493625,0.037322938051995394
Deaths,Belgium,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.03448108661636895,0.03651310764591848,0.03103725435553036
Deaths,Malaysia,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.06424055869018519,0.06718397916543183,0.06114485485069521
Deaths,Angola,Both,All ages,Diabetes and kidney diseases,Percent,2001,0.017009937112655218,0.019436643525253386,0.014304859593260603
Deaths,Bosnia and Herzegovina,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.04451195774447266,0.048536384696768776,0.0408092225429987
Deaths,Bulgaria,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.031209468728752455,0.032334847787868076,0.030090732468139682
Deaths,Norway,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.027865298421241993,0.029120817461458524,0.02540792436968937
Deaths,Tonga,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.1399417701496011,0.1518682065053605,0.12824376716453872
Deaths,Congo,Both,All ages,Diabetes and kidney diseases,Percent,2000,0.029265557513981043,0.03325607749480916,0.025081009834457043
